"Building IRN","Building Name","District IRN","District Name","County","Region","Street address","City and Zip code","Phone #","Principal","Grade Span","Open/Closed Status (as of 9/1/2014)","School Type","Number of Standards Met","Number of Standards Possible","Percent of Standards Met","Letter Grade of Standards Met","Performance Index Score 2013-14","Performance Index Percent 2013-14","Letter Grade of Performance Index","Letter Grade of Overall Value-Added","Letter Grade of Gifted Value-Added","Letter Grade of Disabled Value-Added","Letter Grade of Lowest 20% Value-Added","Letter Grade of AMO","	2013 4-Year Longitudinal Graduation Rate - Class of 2013","Letter Grade of 4-Year Graduate Rate 2013","	2013 5-Year Longitudinal Graduation Rate - Class of 2012","Letter Grade of 5-Year Graduate Rate 2012","Enrollment","Read 3rd Grade 2013-14 % at or above Proficient","Read 3rd Grade 2012-13 % at or above Proficient","Read 3rd Grade 2011-12 % at or above Proficient","Math 3rd Grade 2013-14 % at or above Proficient","Math 3rd Grade 2012-13 % at or above Proficient","Math 3rd Grade 2011-12 % at or above Proficient","Read 4th Grade 2013-14 % at or above Proficient","Read 4th Grade 2012-13 % at or above Proficient","Read 4th Grade 2011-12 % at or above Proficient","Math 4th Grade 2013-14 % at or above Proficient","Math 4th Grade 2012-13 % at or above Proficient","Math 4th Grade 2011-12 % at or above Proficient","Read 5th Grade 2013-14 % at or above Proficient","Read 5th Grade 2012-13 % at or above Proficient","Read 5th Grade 2011-12 % at or above Proficient","Math 5th Grade 2013-14 % at or above Proficient","Math 5th Grade 2012-13 % at or above Proficient","Math 5th Grade 2011-12 % at or above Proficient","Science 5th Grade 2013-14 % at or above Proficient","Science 5th Grade 2012-13 % at or above Proficient","Science 5th Grade 2011-12 % at or above Proficient","Read 6th Grade 2013-14 % at or above Proficient","Read 6th Grade 2012-13 % at or above Proficient","Read 6th Grade 2011-12 % at or above Proficient","Math 6th Grade 2013-14 % at or above Proficient","Math 6th Grade 2012-13 % at or above Proficient","Math 6th Grade 2011-12 % at or above Proficient","Read 7th Grade 2013-14 % at or above Proficient","Read 7th Grade 2012-13 % at or above Proficient","Read 7th Grade 2011-12 % at or above Proficient","Math 7th Grade 2013-14 % at or above Proficient","Math 7th Grade 2012-13 % at or above Proficient","Math 7th Grade 2011-12 % at or above Proficient","Read 8th Grade 2013-14 % at or above Proficient","Read 8th Grade 2012-13 % at or above Proficient","Read 8th Grade 2011-12 % at or above Proficient","Math 8th Grade 2013-14 % at or above Proficient","Math 8th Grade 2012-13 % at or above Proficient","Math 8th Grade 2011-12 % at or above Proficient","Science 8th Grade 2013-14 % at or above Proficient","Science 8th Grade 2012-13 % at or above Proficient","Science 8th Grade 2011-12 % at or above Proficient","Read OGT 2013-14 % at or above Proficient","Read OGT 2012-13 % at or above Proficient","Read OGT 2011-12 % at or above Proficient","Math OGT 2013-14 % at or above Proficient","Math OGT 2012-13 % at or above Proficient","Math OGT 2011-12 % at or above Proficient","Write OGT 2013-14 % at or above Proficient","Write OGT 2012-13 % at or above Proficient","Write OGT 2011-12 % at or above Proficient","Social Studies OGT 2013-14 % at or above Proficient","Social Studies OGT 2012-13 % at or above Proficient","Social Studies OGT 2011-12 % at or above Proficient","Science OGT 2013-14 % at or above Proficient","Science OGT 2012-13 % at or above Proficient","Science OGT 2011-12 % at or above Proficient","Read 11th Grade 2013-14 % at or above Proficient","Read 11th Grade 2012-13 % at or above Proficient","Read 11th Grade 2011-12 % at or above Proficient","Math 11th Grade 2013-14 % at or above Proficient","Math 11th Grade 2012-13 % at or above Proficient","Math 11th Grade 2011-12 % at or above Proficient","Write 11th Grade 2013-14 % at or above Proficient","Write 11th Grade 2012-13 % at or above Proficient","Write 11th Grade 2011-12 % at or above Proficient","Social Studies 11th Grade 2013-14 % at or above Proficient","Social Studies 11th Grade 2012-13 % at or above Proficient","Social Studies 11th Grade 2011-12 % at or above Proficient","Science 11th Grade 2013-14 % at or above Proficient","Science 11th Grade 2012-13 % at or above Proficient","Science 11th Grade 2011-12 % at or above Proficient","Attendance 2013-14","Attendance 2012-13","Attendance 2011-12","Performance Index Score 2012-13","Performance Index Score 2011-12","Four-Year Graduation Rate Numerator 2013","Four-Year Graduation Rate Denominator 2013","Five-Year Graduation Numerator 2012","Five-Year Graduation Denominator 2012","% Graduates Participating in ACT 2012-13","Number of ACT Remediation Free in 2012-13","% of ACT Remediation Free in 2012-13","% Graduates Participating in SAT 2012-13","Number of SAT Remediation Free in 2012-13","% of SAT Remediation Free in 2012-13","% Graduates with Honors Diploma in 2012-13","Number of Graduates Participating in an AP Test 2012-13","% AP Test Takers with an AP score of 3 or above 2012-13","% Students with an Industry Credential 2012-13","% Students with At Least 3 Dual Enrollment Credits 2012-13"
"133322","Summit Academy Community School Alternative Learners-Lorain","133322","Summit Academy Community School Alternative Learners-Lorain","Lorain","Region 2","2140 E 36th St","Lorain, OH   44055-2756","(440) 277-4110","","K,1-10,UNG","Open","Community School Startup","0.0","7.0","0.0","F","64.698","53.9","D","B","NR","B","B","F","--","NR","--","NR","139","44.8","36.4","38.7","34.5","40.9","19.4","57.7","73.7","33.3","38.5","26.3","19.0","34.3","39.3","16.7","28.6","25.0","11.1","22.9","10.7","30.6","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","91.8","89.9","92.0","63.873000000000005","56.509","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"133330","T.C.P. World Academy","133330","T.C.P. World Academy","Hamilton","Region 13","6000 Ridge Ave","Cincinnati, OH   45213-1624","(513) 531-9500","Karen Y. French","K-8","Open","Community School Startup","9.0","11.0","81.8","B","100.534","83.8","B","F","NR","C","C","C","--","NR","--","NR","508","90.4","96.9","83.8","81.9","90.8","91.0","95.8","96.2","98.2","94.4","90.4","90.9","72.5","83.6","88.0","82.4","72.7","82.0","66.7","78.2","94.0","91.8","97.4","88.9","87.8","97.4","97.2","95.0","--","--","85.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","95.6","95.7","96.9","102.558","103.726","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"133348","Richard Allen Preparatory","133348","Richard Allen Preparatory","Montgomery","Region 10","627 Salem Ave","Dayton, OH   45406-5822","(937) 278-4201","Yolanda A. Clark","K-12","Open","Community School Startup","0.0","0.0","NR","NR","--","--","NR","NR","NR","NR","NR","NR","--","NR","--","NR","206","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","95.6","95.1","96.0","","","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"133413","Electronic Classroom Of Tomorrow","133413","Electronic Classroom Of Tomorrow","Franklin","Region 11","3700 S High St Ste 95","Columbus, OH   43207-4083","(614) 492-8884","Cathy A. Blankenship","K-12","Open","Community School Startup","3.0","24.0","12.5","F","81.814","68.2","D","F","NR","F","F","F","38.4","F","42.1","F","14611","50.0","57.1","42.5","37.9","39.6","44.8","66.9","65.7","66.1","43.2","35.8","47.7","41.2","48.3","50.0","24.7","19.7","30.6","32.9","28.7","31.3","64.9","58.6","67.3","34.2","37.6","52.2","70.0","59.7","61.8","34.2","36.6","39.3","77.0","74.6","67.9","45.5","49.4","52.1","39.3","44.6","48.6","80.4","78.0","80.3","59.1","61.4","63.4","76.4","71.2","78.6","66.1","66.2","66.6","57.1","55.6","57.2","89.2","88.7","87.0","77.1","72.8","75.9","86.6","85.8","87.6","80.9","77.3","75.2","72.8","70.8","70.1","92.9","91.8","92.5","81.75","84.007","1802","4689","1934","4592","3.8","30","0.6","0.9","5","0.1","0.0","0","0.0","0.1","0.0"
"133421","Graham School, The","133421","Graham School, The","Franklin","Region 11","3950 Indianola Ave","Columbus, OH   43214-3158","(614) 262-1111","Gregory C. Brown","9-12","Open","Community School Startup","1.0","10.0","10.0","F","89.016","74.2","C","NR","NR","NR","NR","F","71.4","F","83.3","D","243","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","85.7","73.1","82.5","64.5","59.6","75.0","79.0","57.7","80.0","67.7","52.8","70.8","71.0","50.9","66.7","80.4","88.3","85.5","65.2","81.7","76.8","73.9","91.4","84.9","67.4","80.0","77.2","67.4","76.3","78.2","90.2","91.9","92.0","79.542","90.74300000000001","45","63","45","54","22.2","3","4.8","14.3","2","3.2","0.0","0","0.0","0.0","0.0"
"133439","Cornerstone Academy Community","133439","Cornerstone Academy Community","Franklin","Region 11","6015 E Walnut St","Westerville, OH   43081-9620","(614) 775-0615","Natalee M. Long","K-12","Open","Community School Startup","9.0","14.0","64.3","D","98.753","82.3","B","A","NR","NR","C","F","--","NR","--","NR","516","80.0","87.7","56.3","90.0","71.9","56.3","89.1","100.0","87.5","78.3","67.4","66.7","77.1","81.0","69.6","65.7","83.3","56.5","71.4","81.0","56.5","91.9","95.0","100.0","83.8","75.0","81.0","81.0","85.0","71.4","76.2","80.0","42.9","100.0","92.9","--","100.0","85.7","--","83.3","42.9","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","96.1","95.8","95.4","96.894","88.424","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"133454","Dayton Leadership Academies-Dayton View Campus","133454","Dayton Leadership Academies-Dayton View Campus","Montgomery","Region 10","1416 W Riverview Ave","Dayton, OH   45402-6217","(937) 567-9426","Channey M. Goode","K-8","Open","Community School Startup","0.0","14.0","0.0","F","75.678","63.1","D","F","NR","C","C","F","--","NR","--","NR","401","42.2","39.6","65.3","33.3","25.0","70.8","53.3","51.4","45.6","40.0","42.9","59.6","38.3","30.0","55.2","44.7","37.5","53.4","48.9","25.0","36.2","58.3","47.4","54.2","56.3","50.0","29.2","57.4","59.3","48.3","63.0","29.6","37.9","74.4","58.3","67.6","76.9","50.0","58.8","38.5","12.5","11.8","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.2","93.5","93.2","67.95100000000001","75.419","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"133504","Phoenix Community Learning Ctr","133504","Phoenix Community Learning Ctr","Hamilton","Region 13","3595 Washington Ave","Cincinnati, OH   45229-2609","(513) 351-5801","Elaine M. Wilson","K-8","Open","Community School Startup","7.0","14.0","50.0","D","87.927","73.3","C","A","NR","NR","B","D","--","NR","--","NR","383","78.0","75.0","63.2","82.5","37.5","89.5","85.4","73.0","70.6","61.9","59.5","88.2","75.0","75.0","71.4","70.7","50.0","69.4","85.0","71.4","40.0","84.2","95.0","91.4","56.8","80.0","97.1","86.8","79.5","84.4","52.8","61.5","87.5","94.3","79.3","86.1","88.2","72.4","72.2","48.5","65.5","77.8","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","99.0","94.3","95.2","86.119","91.27","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"133512","Cincinnati College Preparatory Academy","133512","Cincinnati College Preparatory Academy","Hamilton","Region 13","1425 Linn St","Cincinnati, OH   45214-2605","(513) 684-0777","Guyton C. Mathews III","K-12","Open","Community School Startup","12.0","24.0","50.0","D","88.740","74.0","C","F","NR","C","C","F","81.0","D","79.2","F","869","78.7","91.9","66.7","73.0","61.6","69.9","82.1","85.5","63.7","38.1","42.2","48.8","80.0","59.7","83.6","76.5","70.1","80.3","80.0","32.5","70.5","84.6","87.7","72.6","75.6","73.7","90.3","74.3","60.5","68.8","64.3","32.1","48.1","71.9","84.6","81.7","43.8","46.9","63.3","11.1","12.3","50.8","87.5","87.0","88.5","81.3","91.3","96.2","84.4","100.0","65.4","87.5","93.5","84.6","51.6","63.0","65.4","97.4","92.9","100.0","100.0","100.0","100.0","100.0","92.9","94.4","97.3","92.9","94.4","73.7","92.9","100.0","93.3","93.8","96.2","85.819","88.59100000000001","17","21","19","24","81.0","--","--","33.3","--","--","0.0","0","0.0","0.0","0.0"
"133520","Citizens Academy","043786","Cleveland Municipal","Cuyahoga","Region 3","10118 Hampden Ave","Cleveland, OH   44108-3538","(216) 791-4195","Kimberly A. Peterlin","K-5","Open","Community School Startup","4.0","7.0","57.1","D","97.829","81.5","B","A","NR","F","C","B","--","NR","--","NR","443","95.6","94.7","98.5","89.7","87.8","100.0","94.4","97.2","95.8","95.8","91.5","95.8","79.7","85.0","100.0","75.7","76.7","95.2","55.4","78.3","95.2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.6","94.8","95.2","100.467","106.29","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"133538","Edge Academy, The","133538","Edge Academy, The","Summit","Region 8","92 N Union St","Akron, OH   44304-1347","(330) 535-4581","Christina M. Burchfield","K-5","Open","Community School Startup","0.0","7.0","0.0","F","83.905","69.9","D","F","NR","C","C","F","--","NR","--","NR","264","69.8","80.0","77.5","67.4","77.5","65.0","77.3","84.1","44.4","77.3","63.6","80.6","46.8","34.2","59.0","40.4","23.7","41.0","48.9","10.5","53.8","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","95.0","94.6","95.0","79.158","82.193","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"133561","Millennium Community School","133561","Millennium Community School","Franklin","Region 11","3500 Refugee Rd","Columbus, OH   43232-4862","(614) 255-5585","","K-8","Open","Community School Startup","0.0","14.0","0.0","F","77.802","64.8","D","A","NR","F","C","F","--","NR","--","NR","628","52.2","67.6","55.2","45.6","73.0","67.2","53.4","78.5","87.3","58.9","60.0","83.6","46.7","55.4","61.9","45.0","58.9","39.7","50.0","50.0","55.6","67.3","63.0","77.2","60.0","61.1","71.9","60.0","59.2","68.6","37.8","46.9","45.7","76.3","73.3","88.0","63.2","46.7","60.0","42.1","26.7","68.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.2","92.5","94.2","82.197","85.058","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"133587","Summit Academy Akron Elementary School","133587","Summit Academy Akron Elementary School","Summit","Region 8","2503 Leland Ave","Akron, OH   44312-2426","(330) 253-7441","","K-10","Open","Community School Startup","0.0","9.0","0.0","F","69.029","57.5","D","D","NR","F","F","F","--","NR","--","NR","123","47.4","75.0","53.8","47.4","81.3","53.8","68.2","57.9","55.6","54.5","36.8","72.2","23.5","47.1","52.4","35.3","41.2","28.6","23.5","47.1","47.6","57.1","60.0","--","23.8","30.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.1","93.6","93.0","74.96900000000001","75.2","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"133629","Horizon Science Acad Cleveland","133629","Horizon Science Acad Cleveland","Cuyahoga","Region 3","6000 S Marginal Rd","Cleveland, OH   44103-1042","(216) 432-3660","","K-12","Open","Community School Startup","9.0","10.0","90.0","A","96.050","80.0","B","NR","NR","NR","NR","B","80.0","D","80.6","D","432","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","92.1","88.5","95.0","81.1","91.2","90.8","90.5","89.4","91.6","83.5","79.6","92.4","67.7","75.4","88.2","97.9","98.9","100.0","98.9","100.0","98.8","98.9","98.9","100.0","98.9","100.0","89.5","93.6","97.9","96.5","94.2","94.1","94.9","98.233","102.571","76","95","75","93","--","--","--","--","--","--","0.0","0","0.0","0.0","0.0"
"133660","Horizon Science Academy Columbus","133660","Horizon Science Academy Columbus","Franklin","Region 11","1070 Morse Rd","Columbus, OH   43229-6290","(614) 846-7616","","9-12","Open","Community School Startup","9.0","10.0","90.0","A","97.846","81.5","B","NR","NR","NR","NR","D","73.4","F","81.3","D","426","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.2","88.3","80.5","82.9","88.4","72.8","88.8","87.4","86.6","82.9","84.2","70.7","72.6","76.8","82.9","95.4","92.3","94.8","89.2","92.3","90.9","96.9","96.9","96.1","93.9","87.7","89.6","90.8","86.2","88.3","94.9","94.8","94.8","98.608","95.74600000000001","69","94","61","75","100.0","22","23.4","34.0","6","6.4","0.0","13","4.3","0.0","0.0"
"133678","Riverside Academy","133678","Riverside Academy","Hamilton","Region 13","3280 River Rd","Cincinnati, OH   45204-1214","(513) 921-7777","Caroline A. Hill","K-12","Open","Community School Startup","0.0","14.0","0.0","F","68.560","57.1","D","C","NR","C","D","F","--","NR","--","NR","271","48.3","75.0","56.0","60.7","66.7","56.0","56.0","74.1","64.0","36.0","51.9","64.0","37.5","46.4","51.4","32.3","35.7","40.0","22.6","32.1","51.4","33.3","75.0","56.7","32.0","60.7","66.7","58.3","53.8","58.8","58.3","38.5","70.6","66.7","53.3","55.0","42.9","53.3","50.0","33.3","33.3","15.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","86.9","88.8","91.2","76.903","77.131","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"133736","Richard Allen Academy","133736","Richard Allen Academy","Montgomery","Region 10","184 Salem Ave","Dayton, OH   45406-5804","(937) 586-9815","Michelle L. Thomas","1-9","Open","Community School Startup","0.0","5.0","0.0","F","75.882","63.2","D","F","NR","NR","F","F","--","NR","--","NR","98","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","57.4","66.7","75.5","51.1","23.3","57.1","68.8","80.0","87.5","33.3","67.5","70.8","20.8","27.5","37.5","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.9","94.3","93.2","78.375","85.909","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"133819","Lincoln Preparatory School","133819","Lincoln Preparatory School","Cuyahoga","Region 3","4215 Robert Ave","Cleveland, OH   44109-1255","(216) 772-1336","Holly Williams","K-8","Open","Community School Startup","3.0","14.0","21.4","F","86.077","71.7","C","B","NR","NR","C","F","--","NR","--","NR","182","77.3","80.8","63.0","81.8","73.1","81.5","91.7","85.7","81.5","79.2","81.0","81.5","50.0","59.3","64.7","35.0","74.1","35.3","50.0","37.0","41.2","75.0","75.0","72.7","60.0","70.0","63.6","68.4","68.8","63.2","42.1","50.0","36.8","90.0","80.0","76.9","70.0","53.3","61.5","30.0","33.3","46.2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","92.6","93.5","92.5","86.301","84.5","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"133942","Toledo School For The Arts","133942","Toledo School For The Arts","Lucas","Region 1","333 14th St","Toledo, OH   43604-5459","(419) 246-8732","Nicholas A. Mariano","6-12","Open","Community School Startup","17.0","17.0","100.0","A","104.343","87.0","B","F","NR","C","B","A","93.9","A","97.1","A","637","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.8","95.2","97.6","85.6","81.9","91.5","96.0","91.4","88.9","82.0","82.7","87.7","94.0","96.4","98.8","91.0","96.4","100.0","83.0","77.1","87.8","98.9","98.8","95.1","95.8","97.6","90.1","100.0","95.1","97.5","97.9","91.5","87.7","83.2","90.2","86.4","100.0","100.0","98.7","98.8","95.1","97.5","100.0","100.0","100.0","100.0","98.8","97.5","97.6","98.8","94.9","96.0","95.8","95.5","104.458","105.22","77","82","67","69","85.4","21","25.6","11.0","4","4.9","11.0","0","0.0","0.0","0.0"
"134072","Youngstown Community School","134072","Youngstown Community School","Mahoning","Region 5","50 Essex St","Youngstown, OH   44502-1838","(330) 746-2240","BillieJo -. Johnson","K-6","Open","Community School Startup","2.0","9.0","22.2","F","87.827","73.2","C","F","NR","F","F","F","--","NR","--","NR","330","81.8","86.8","86.4","77.3","84.2","84.1","81.4","95.7","93.5","65.1","80.9","91.3","65.0","60.0","86.7","40.0","80.0","82.6","57.5","60.0","73.9","79.5","82.5","95.8","63.6","85.0","91.5","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","95.9","95.3","96.0","95.143","100.461","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"134098","Constellation Schools: Old Brooklyn Community Elementary","134098","Constellation Schools: Old Brooklyn Community Elementary","Cuyahoga","Region 3","4430 State Rd","Cleveland, OH   44109-4705","(216) 661-7888","Cherie Kaiser","K-4","Open","Community School Startup","4.0","4.0","100.0","A","104.504","87.1","B","F","NR","NR","D","A","--","NR","--","NR","312","89.3","94.0","93.2","87.5","94.0","96.6","95.4","96.7","88.5","90.8","95.0","80.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","95.8","94.8","95.8","108.18900000000001","103.583","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"134122","Autism Model School","134122","Autism Model School","Lucas","Region 1","3020 Tremainsville Rd","Toledo, OH   43613-1901","(419) 897-4400","","K-12","Open","Community School Startup","0.0","2.0","0.0","F","73.875","61.6","D","NR","NR","NR","NR","F","0.0","F","--","NR","111","--","--","--","--","--","--","--","--","90.0","--","--","90.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","50.0","--","--","60.0","--","--","90.8","91.3","95.7","68.846","105.48400000000001","0","11","--","--","--","--","--","--","--","--","0.0","0","0.0","0.0","0.0"
"134148","Aurora Academy","134148","Aurora Academy","Lucas","Region 1","541 Utah St","Toledo, OH   43605-2299","(419) 693-6841","Cindy M. Wilson","K-8","Open","Community School Startup","5.0","11.0","45.5","F","87.849","73.2","C","A","NR","NR","C","D","--","NR","--","NR","155","71.4","52.6","14.3","64.3","52.6","53.8","87.5","63.6","69.2","93.8","40.9","84.6","57.1","85.7","69.2","14.3","64.3","83.3","21.4","35.7","53.8","91.7","93.8","80.0","83.3","80.0","72.7","92.9","--","--","57.1","--","--","--","--","83.3","--","--","83.3","--","--","50.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.5","94.8","94.8","83.464","84.81700000000001","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"134197","Green Inspiration Academy","134197","Green Inspiration Academy","Cuyahoga","Region 3","4265 Northfield Rd","Highland Hills, OH   44128-2811","(216) 378-9573","Donna O. Kolb","K-8","Open","Community School Startup","0.0","14.0","0.0","F","73.041","60.9","D","B","NR","NR","C","F","--","NR","--","NR","166","60.0","65.3","63.6","53.3","64.6","61.8","55.6","71.7","70.5","44.4","41.3","50.0","27.8","53.1","47.9","22.2","40.8","45.8","16.7","18.4","16.7","72.7","63.4","72.0","36.4","43.9","76.0","70.0","59.2","48.9","70.0","40.8","38.3","45.5","54.3","79.2","45.5","41.3","64.6","45.5","17.4","29.2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","96.7","93.5","93.7","75.275","80.02900000000001","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"134213","Middlebury Academy","134213","Middlebury Academy","Summit","Region 8","88 Kent St","Akron, OH   44305-2544","(330) 752-2766","Veronica F. Fly","K-8","Open","Community School Startup","2.0","14.0","14.3","F","77.713","64.8","D","A","NR","C","B","F","--","NR","--","NR","289","70.6","60.0","73.8","41.2","54.2","66.7","68.0","78.1","55.6","52.0","46.9","60.0","54.5","43.5","51.2","18.2","19.6","26.8","27.3","30.4","34.1","67.5","76.7","68.8","40.0","48.8","50.0","76.9","70.4","48.0","46.2","33.3","56.0","95.0","70.6","55.6","80.0","70.6","42.2","15.0","23.5","24.4","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.0","93.8","93.5","75.158","76.63","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"134221","Colonial Prep Academy","134221","Colonial Prep Academy","Summit","Region 8","2199 5th St SW","Akron, OH   44314-2405","(330) 752-2792","Frederick A. Cardinal","K-8","Open","Community School Startup","1.0","14.0","7.1","F","75.309","62.8","D","B","NR","C","C","F","--","NR","--","NR","162","81.3","50.0","77.3","62.5","55.0","81.8","53.8","77.3","58.1","53.8","72.7","48.4","27.3","48.3","65.5","45.5","41.4","58.6","18.2","37.9","65.5","62.5","59.5","85.7","62.5","51.4","78.6","60.0","70.4","76.0","43.3","40.7","50.0","60.0","82.7","73.3","30.0","46.2","86.7","10.0","42.3","26.7","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","91.2","92.6","93.8","79.34100000000001","86.059","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"134247","City Day Community School","134247","City Day Community School","Montgomery","Region 10","318 S Main St","Dayton, OH   45402-2716","(937) 223-8130","Paula E. Graham","K-8","Open","Community School Startup","0.0","12.0","0.0","F","68.381","57.0","D","F","NR","NR","C","F","--","NR","--","NR","155","50.0","72.7","33.3","40.0","45.5","11.1","--","69.2","69.2","--","30.8","61.5","35.7","45.5","60.0","28.6","54.5","53.3","14.3","18.2","40.0","71.4","76.9","86.7","35.7","61.5","53.3","50.0","57.1","50.0","28.6","50.0","41.7","50.0","--","25.0","38.9","--","43.8","22.2","--","0.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","86.6","91.2","94.2","73.45700000000001","70.431","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
