"Building IRN ","Building Name","District IRN","District Name","County","Region","School Type","Teachers Attendance Rate 2013-14","Average Years of Teacher Experience","Average Number of Full Time Teachers","Average Teacher Salary","Average Number of Full Time Teachers Who Have At Least a Bachelors","% of Teachers Who Have At Least a Bachelors","Average Number of Full Time Teachers Who Have At Least a Masters","% of Teachers Who Have At Least a Masters","% of Core Courses Taught by a Properly Certified Teacher","# of Core Courses Taught by a Properly Certified Teacher","Total # of Core Courses","% of Core Courses Taught by a Highly Qualified Teacher","# of Core Courses Taught by a Highly Qualified Teacher","% of Core Courses Taught by Teacher with a Temporary Certificate","# of Core Courses Taught by Teacher with a Temporary Certificate","Open/Closed Status (as of 9/1/2014)","Feeder IRN"
"123463","Cornerstone Elementary School","045120","Wooster City","Wayne","Region 9","Elementary School","94.6","11","30","50706","30","100.0","13","41.8","100","109.0","109.0","100.0","109.0","0","0.0","Open","009910"
"123539","Hilliard Darby High School","047019","Hilliard City","Franklin","Region 11","High School","95.3","17","81","73115","81","100.0","63","77.7","100","689.0","689.0","100.0","689.0","0","0.0","Open","******"
"123547","Adena Middle School","049494","Adena Local","Ross","Region 15","Middle School","94.2","15","15","53748","15","100.0","10","66.7","100","76.0","76.0","100.0","76.0","0","0.0","Open","000208"
"123810","Creekside Early Childhood School","046110","Lakota Local","Butler","Region 13","Elementary School","95.5","13","25","61931","25","100.0","22","89.8","100","96.0","96.0","100.0","96.0","0","0.0","Open","008984"
"123828","Lakota Ridge Junior School","046110","Lakota Local","Butler","Region 13","Junior High School","96.1","14","24","66002","24","100.0","24","100.0","100","120.0","120.0","100.0","120.0","0","0.0","Open","019737"
"123836","Lakota East High School","046110","Lakota Local","Butler","Region 13","High School","95.6","16","110","65202","110","100.0","89","80.4","100","1069.0","1069.0","100.0","1069.0","0","0.0","Open","******"
"124073","Fairfield Intermediate Elementary School","046102","Fairfield City","Butler","Region 13","Elementary School","95.5","12","92","50812","92","100.0","60","65.2","99","380.0","384.0","100.0","384.0","0","0.0","Open","070847"
"124081","Fairfield East Elementary School","046102","Fairfield City","Butler","Region 13","Elementary School","95.3","15","36","54394","36","100.0","21","56.9","100","141.0","141.0","100.0","141.0","0","0.0","Open","124073"
"124214","Russellville Elementary School","046037","Eastern Local","Brown","Region 14","Elementary School","95","21","16","49581","16","100.0","7","45.3","100","97.0","97.0","100.0","97.0","0","0.0","Open","124222"
"124222","Eastern MS","046037","Eastern Local","Brown","Region 14","Middle School","94.6","22","19","58522","19","100.0","17","87.7","100","71.0","71.0","100.0","71.0","0","0.0","Open","010769"
"124727","Gibsonburg Middle School","045385","Gibsonburg Exempted Village","Sandusky","Region 1","Middle School","96.4","17","11","59273","11","100.0","11","100.0","100","65.0","65.0","100.0","65.0","0","0.0","Open","013433"
"124859","Batavia Middle School","046300","Batavia Local","Clermont","Region 13","Middle School","95.1","13","37","55911","37","100.0","25","68.5","100","139.0","139.0","100.0","139.0","0","0.0","Open","001701"
"124867","East Clinton Junior High School","046409","East Clinton Local","Clinton","Region 14","Junior High School","96.3","12","23","47331","23","100.0","19","82.6","100","77.0","77.0","100.0","77.0","0","0.0","Open","008995"
"124875","Columbia Intermediate School","050435","Kings Local","Warren","Region 13","Elementary School","95.9","16","43","62817","43","100.0","34","77.9","100","140.0","140.0","100.0","140.0","0","0.0","Open","019075"
"125047","Mill Valley Elementary School","045476","Marysville Exempted Village","Union","Region 11","Elementary School","95.6","11","23","59491","23","100.0","16","69.2","100","108.0","108.0","100.0","108.0","0","0.0","Open","140590"
"125187","Coldwater Middle School","045310","Coldwater Exempted Village","Mercer","Region 6","Middle School","94.8","16","25","58369","25","100.0","21","85.7","96.6","86.0","89.0","100.0","89.0","0","0.0","Open","006858"
"125229","Anthony Wayne Junior High School","048207","Anthony Wayne Local","Lucas","Region 1","Junior High School","96.3","11","37","58215","37","100.0","28","75.7","97.2","176.0","181.0","97.2","176.0","0","0.0","Open","000810"
"125245","Buckeye Valley Local Middle School","046755","Buckeye Valley Local","Delaware","Region 11","Middle School","94.4","12","44","52108","44","100.0","26","59.1","100","170.0","170.0","98.8","168.0","0","0.0","Open","004143"
"125344","Darby Creek Elementary School","047019","Hilliard City","Franklin","Region 11","Elementary School","94.9","18","27","76250","27","100.0","21","77.6","100","142.0","142.0","100.0","142.0","0","0.0","Open","112698"
"125351","Felicity-Franklin Local Middle School","046334","Felicity-Franklin Local","Clermont","Region 13","Middle School","95.8","15","23","52928","23","100.0","15","63.9","100","90.0","90.0","100.0","90.0","0","0.0","Open","011502"
"125567","Sylvania Timberstone Junior High School","044875","Sylvania City","Lucas","Region 1","Junior High School","96.4","18","37","67844","37","100.0","30","81.1","99.4","166.0","167.0","100.0","167.0","0","0.0","Open","068551"
"125765","Locust Corner Elementary School","045559","New Richmond Exempted Village","Clermont","Region 13","Elementary School","96.6","18","28","66694","28","100.0","23","82.4","97.7","130.0","133.0","100.0","133.0","0","0.0","Open","026930"
"125773","Portsmouth West Elementary School","049650","Washington-Nile Local","Scioto","Region 15","Elementary School","96","14","37","51347","37","100.0","22","59.5","100","204.0","204.0","100.0","204.0","0","0.0","Open","125781"
"125781","Portsmouth West Middle School","049650","Washington-Nile Local","Scioto","Region 15","Middle School","94.1","14","23","53543","23","100.0","16","69.6","100","94.0","94.0","100.0","94.0","0","0.0","Open","030585"
"125823","Celina Intermediate Elementary School","043729","Celina City","Mercer","Region 6","Elementary School","94.8","16","30","53919","30","100.0","22","73.3","100","113.0","113.0","100.0","113.0","0","0.0","Open","005199"
"125955","Kinsner Elementary School","044842","Strongsville City","Cuyahoga","Region 3","Elementary School","94.6","11","27","75304","27","100.0","23","85.2","100","120.0","120.0","100.0","120.0","0","0.0","Open","036285"
"126193","Mason Intermediate Elementary School","050450","Mason City School District","Warren","Region 13","Elementary School","95.4","12","140","65501","140","100.0","116","82.5","100","566.0","566.0","100.0","566.0","0","0.0","Open","005363"
"126359","Avon Middle School","048116","Avon Local","Lorain","Region 2","Middle School","96.3","4","33","53329","33","100.0","19","59.2","100","120.0","120.0","100.0","120.0","0","0.0","Open","001370"
"127639","Bluffton Middle School","045211","Bluffton Exempted Village","Allen","Region 6","Middle School","96.7","18","13","54663","13","100.0","11","84.4","100","81.0","81.0","100.0","81.0","0","0.0","Open","003038"
"132225","Scioto Ridge Elementary School","046763","Olentangy Local","Delaware","Region 11","Elementary School","95.5","11","33","64051","33","100.0","26","77.3","100","150.0","150.0","100.0","150.0","0","0.0","Open","140988"
"132233","Arrowhead Elementary School","046763","Olentangy Local","Delaware","Region 11","Elementary School","96","14","24","63920","24","100.0","20","83.4","100","148.0","148.0","100.0","148.0","0","0.0","Open","043281"
"132258","Union Local Middle School","046011","Union Local","Belmont","Region 12","Middle School","94.5","18","24","52555","24","100.0","20","83.3","95.4","104.0","109.0","100.0","109.0","0","0.0","Open","037846"
"132266","Union Local Elementary School","046011","Union Local","Belmont","Region 12","Elementary School","95","17","50","49993","50","100.0","37","74.0","99","193.0","195.0","100.0","195.0","0","0.0","Open","132258"
"132746","Summit Acdy Comm Schl for Alternative Learners of Middletown","132746","Summit Acdy Comm Schl for Alternative Learners of Middletown","Butler","Region 13","Community School Startup","100","1","16","34811","16","100.0","3","19.4","70","21.0","30.0","100.0","30.0","0","0.0","Open",""
"132761","Summit Academy Community School Alternative Learners -Xenia","132761","Summit Academy Community School Alternative Learners -Xenia","Greene","Region 10","Community School Startup","100","2","37","35834","36","97.3","7","18.8","76.6","49.0","64.0","100.0","64.0","0","0.0","Open",""
"132779","Summit Academy Akron Middle School","132779","Summit Academy Akron Middle School","Summit","Region 8","Community School Startup","100","3","20","35177","20","100.0","9","45.0","66.7","16.0","24.0","100.0","24.0","0","0.0","Open",""
"132787","Springfield Academy of Excellence","132787","Springfield Academy of Excellence","Clark","Region 10","Community School Startup","100","2","28","30232","28","100.0","5","17.9","100","105.0","105.0","100.0","105.0","1.9","2.0","Open",""
"132795","Cliff Park High School","132795","Cliff Park High School","Clark","Region 10","Dropout Recovery","97.2","15","5","37700","5","100.0","4","80.0","100.0","67.0","67.0","100.0","67.0","0.0","0.0","Open",""
"132803","Marshall High School","132803","Marshall High School","Butler","Region 13","Dropout Recovery","93.6","11","6","37217","6","100.0","--","--","100.0","99.0","99.0","100.0","99.0","0.0","0.0","Open",""
"132944","Miami Valley Academies","132944","Miami Valley Academies","Montgomery","Region 10","Community School Startup","98.9","5","16","35834","16","100.0","5","32.3","100","60.0","60.0","100.0","60.0","0","0.0","Open",""
"132951","Constellation Schools: Lorain Community Elementary","132951","Constellation Schools: Lorain Community Elementary","Lorain","Region 2","Community School Startup","96.1","1","15","33960","15","100.0","1","6.8","100","72.0","72.0","100.0","72.0","0","0.0","Open",""
"132969","Constellation Schools: Elyria Community","132969","Constellation Schools: Elyria Community","Lorain","Region 2","Community School Startup","97.2","2","34","34635","34","100.0","9","26.5","100","149.0","149.0","100.0","149.0","0","0.0","Open",""
"132985","Youthbuild Columbus Community","132985","Youthbuild Columbus Community","Franklin","Region 11","Dropout Recovery","99.1","7","10","39258","10","100.0","5","50.0","100.0","80.0","80.0","100.0","80.0","0.0","0.0","Open",""
"132993","Constellation Schools: Westpark Community Elementary","132993","Constellation Schools: Westpark Community Elementary","Cuyahoga","Region 3","Community School Startup","99.2","1","19","34538","19","100.0","2","10.5","100","90.0","90.0","100.0","90.0","0","0.0","Open",""
"133215","Intergenerational School, The","043786","Cleveland Municipal","Cuyahoga","Region 3","Community School Startup","96.8","5","19","37469","18","94.6","9","48.6","100","86.0","86.0","100.0","86.0","0","0.0","Open",""
"133256","Constellation Schools: Parma Community","133256","Constellation Schools: Parma Community","Cuyahoga","Region 3","Community School Startup","97.8","0","75","33636","75","100.0","19","24.7","100","346.0","346.0","100.0","346.0","0","0.0","Open",""
"133264","Dohn Community","133264","Dohn Community","Hamilton","Region 13","Dropout Recovery","98.3","6","22","27497","22","100.0","11","48.3","100.0","153.0","153.0","99.3","152.0","0.7","1.0","Open",""
"133280","Washington Park Community","133280","Washington Park Community","Cuyahoga","Region 3","Community School Startup","96.7","7","15","39563","15","100.0","8","53.3","83.3","45.0","54.0","100.0","54.0","0","0.0","Open",""
"133306","Summit Academy Community School for Alternative Learn-Canton","133306","Summit Academy Community School for Alternative Learn-Canton","Stark","Region 9","Community School Startup","100","3","24","36078","23","95.7","12","48.9","95.4","62.0","65.0","100.0","65.0","0","0.0","Open",""
"133322","Summit Academy Community School Alternative Learners-Lorain","133322","Summit Academy Community School Alternative Learners-Lorain","Lorain","Region 2","Community School Startup","100","4","21","33716","20","95.2","6","28.6","88.9","64.0","72.0","100.0","72.0","0","0.0","Open",""
"133330","T.C.P. World Academy","133330","T.C.P. World Academy","Hamilton","Region 13","Community School Startup","97.5","6","28","40819","28","100.0","16","57.1","100","114.0","114.0","100.0","114.0","16.7","19.0","Open",""
"133348","Richard Allen Preparatory","133348","Richard Allen Preparatory","Montgomery","Region 10","Community School Startup","98.7","5","20","17143","19","95.0","6","30.0","90","45.0","50.0","82.0","41.0","0","0.0","Open",""
"133389","Lighthouse Community Sch Inc","133389","Lighthouse Community Sch Inc","Hamilton","Region 13","Dropout Recovery","98.1","4","7","38288","7","100.0","--","--","100.0","21.0","21.0","100.0","21.0","0.0","0.0","Open",""
"133413","Electronic Classroom Of Tomorrow","133413","Electronic Classroom Of Tomorrow","Franklin","Region 11","Community School Startup","97.4","8","556","35600","556","100.0","322","58.0","99.8","611.0","612.0","100.0","612.0","0","0.0","Open",""
"133421","Graham School, The","133421","Graham School, The","Franklin","Region 11","Community School Startup","100","3","74","31770","74","100.0","37","50.3","100","54.0","54.0","100.0","54.0","0","0.0","Open",""
"133439","Cornerstone Academy Community","133439","Cornerstone Academy Community","Franklin","Region 11","Community School Startup","97.5","2","29","29339","29","100.0","10","34.4","100","142.0","142.0","100.0","142.0","0","0.0","Open",""
"133454","Dayton Leadership Academies-Dayton View Campus","133454","Dayton Leadership Academies-Dayton View Campus","Montgomery","Region 10","Community School Startup","96","3","28","40227","28","100.0","11","39.1","100","118.0","118.0","98.3","116.0","3.4","4.0","Open",""
"133488","Life Skills Of Trumbull County","133488","Life Skills Of Trumbull County","Trumbull","Region 5","Dropout Recovery","95.7","18","12","37432","12","100.0","3","24.8","100.0","59.0","59.0","100.0","59.0","28.8","17.0","Open",""
"133504","Phoenix Community Learning Ctr","133504","Phoenix Community Learning Ctr","Hamilton","Region 13","Community School Startup","97.6","3","17","34825","17","100.0","1","5.9","100","54.0","54.0","85.2","46.0","7.4","4.0","Open",""
"133512","Cincinnati College Preparatory Academy","133512","Cincinnati College Preparatory Academy","Hamilton","Region 13","Community School Startup","100","7","60","28607","60","100.0","28","46.7","100","169.0","169.0","100.0","169.0","0","0.0","Open",""
"133520","Citizens Academy","043786","Cleveland Municipal","Cuyahoga","Region 3","Community School Startup","97.9","3","47","36049","47","100.0","16","34.0","97","130.0","134.0","100.0","134.0","0","0.0","Open",""
"133538","Edge Academy, The","133538","Edge Academy, The","Summit","Region 8","Community School Startup","0.0","8","16","35831","16","100.0","3","18.8","100","76.0","76.0","100.0","76.0","13.2","10.0","Open",""
"133561","Millennium Community School","133561","Millennium Community School","Franklin","Region 11","Community School Startup","98.5","0","37","33202","36","97.3","2","5.3","100","190.0","190.0","100.0","190.0","0","0.0","Open",""
"133587","Summit Academy Akron Elementary School","133587","Summit Academy Akron Elementary School","Summit","Region 8","Community School Startup","98.5","8","24","35816","24","100.0","10","41.7","74.1","40.0","54.0","100.0","54.0","0","0.0","Open",""
"133603","World of Wonder PreK-8 School","043844","Dayton City","Montgomery","Region 10","Elementary School","86.2","16","31","51521","31","100.0","18","58.1","93.2","96.0","103.0","100.0","103.0","0","0.0","Open","006841"
"133629","Horizon Science Acad Cleveland","133629","Horizon Science Acad Cleveland","Cuyahoga","Region 3","Community School Startup","96.8","3","36","34810","36","100.0","7","19.4","100","41.0","41.0","100.0","41.0","24.4","10.0","Open",""
"133660","Horizon Science Academy Columbus","133660","Horizon Science Academy Columbus","Franklin","Region 11","Community School Startup","97.4","4","31","35647","31","100.0","10","32.3","100","40.0","40.0","100.0","40.0","12.5","5.0","Open",""
"133678","Riverside Academy","133678","Riverside Academy","Hamilton","Region 13","Community School Startup","94.9","4","34","29977","32","94.0","11","31.3","96","72.0","75.0","96.0","72.0","0","0.0","Open",""
"133736","Richard Allen Academy","133736","Richard Allen Academy","Montgomery","Region 10","Community School Startup","98.2","1","15","29833","13","86.7","6","40.0","100","22.0","22.0","72.7","16.0","45.5","10.0","Open",""
"133785","Life Skills Ctr Of Cincinnati","133785","Life Skills Ctr Of Cincinnati","Hamilton","Region 13","Dropout Recovery","95.7","14","9","37077","9","100.0","6","59.6","95.1","58.0","61.0","100.0","61.0","0.0","0.0","Open",""
"133801","Life Skills Ctr Of Youngstown","133801","Life Skills Ctr Of Youngstown","Mahoning","Region 5","Dropout Recovery","95.7","5","11","33577","11","100.0","2","20.7","100.0","38.0","38.0","100.0","38.0","39.5","15.0","Open",""
"133819","Lincoln Preparatory School","133819","Lincoln Preparatory School","Cuyahoga","Region 3","Community School Startup","97.6","10","10","34888","10","100.0","4","40.0","100","46.0","46.0","54.3","25.0","10.9","5.0","Open",""
"133835","Invictus High School","133835","Invictus High School","Cuyahoga","Region 3","Dropout Recovery","97.3","10","7","42214","7","100.0","3","39.3","100.0","41.0","41.0","100.0","41.0","0.0","0.0","Open",""
"133868","Towpath Trail High School","133868","Towpath Trail High School","Summit","Region 8","Dropout Recovery","96.4","2","7","37222","7","100.0","2","25.9","100.0","49.0","49.0","100.0","49.0","0.0","0.0","Open",""
"133942","Toledo School For The Arts","133942","Toledo School For The Arts","Lucas","Region 1","Community School Startup","96.9","7","46","37247","46","100.0","15","33.3","100","253.0","253.0","97.6","247.0","2.4","6.0","Open",""
"134072","Youngstown Community School","134072","Youngstown Community School","Mahoning","Region 5","Community School Startup","95.7","14","29","36471","29","100.0","3","10.3","100","149.0","149.0","100.0","149.0","0","0.0","Open",""
"134098","Constellation Schools: Old Brooklyn Community Elementary","134098","Constellation Schools: Old Brooklyn Community Elementary","Cuyahoga","Region 3","Community School Startup","93.8","0","18","33956","18","100.0","7","39.8","100","93.0","93.0","100.0","93.0","0","0.0","Open",""
"134122","Autism Model School","134122","Autism Model School","Lucas","Region 1","Community School Startup","0.0","1","27","26371","25","92.6","4","14.8","91.8","45.0","49.0","98.0","48.0","2","1.0","Open",""
"134148","Aurora Academy","134148","Aurora Academy","Lucas","Region 1","Community School Startup","100","0","16","22467","16","100.0","4","25.0","100","47.0","47.0","100.0","47.0","0","0.0","Open",""
"134197","Green Inspiration Academy","134197","Green Inspiration Academy","Cuyahoga","Region 3","Community School Startup","100","7","12","32513","12","100.0","4","33.3","100","36.0","36.0","100.0","36.0","0","0.0","Open",""
"134213","Middlebury Academy","134213","Middlebury Academy","Summit","Region 8","Community School Startup","95.6","9","17","33530","17","100.0","6","34.9","100","64.0","64.0","78.1","50.0","10.9","7.0","Open",""
"134221","Colonial Prep Academy","134221","Colonial Prep Academy","Summit","Region 8","Community School Startup","97.1","10","15","32357","15","100.0","3","20.0","100","62.0","62.0","100.0","62.0","0","0.0","Open",""
"134247","City Day Community School","134247","City Day Community School","Montgomery","Region 10","Community School Startup","98.5","2","12","33203","12","100.0","8","65.8","92.9","26.0","28.0","100.0","28.0","28.6","8.0","Open",""
"134288","East End Comm Heritage School","134288","East End Comm Heritage School","Hamilton","Region 13","Community School Startup","0.0","0","19","30757","19","100.0","2","10.8","100","48.0","48.0","100.0","48.0","0","0.0","Closed",""
"134692","Clear Fork Middle School","049411","Clear Fork Valley Local","Richland","Region 7","Middle School","96.4","16","25","48147","25","100.0","17","68.8","96.5","109.0","113.0","100.0","113.0","0","0.0","Open","006551"
"135046","Eastern Elementary School","048512","Eastern Local","Meigs","Region 16","Elementary School","94.8","16","37","46054","37","100.0","14","37.8","95.6","109.0","114.0","100.0","114.0","0","0.0","Open","009571"
"135269","Rapid Run Middle School","047373","Oak Hills Local","Hamilton","Region 13","Middle School","94.1","9","55","61505","55","100.0","36","65.5","100","164.0","164.0","100.0","164.0","0","0.0","Open","028217"
"135301","Henry Karrer Middle School","047027","Dublin City","Franklin","Region 11","Middle School","93.8","13","52","74600","51","99.0","36","69.9","95","207.0","218.0","100.0","218.0","0","0.0","Open","064758"
"135327","Genoa Middle School","045047","Westerville City","Franklin","Region 11","Middle School","95","11","55","61402","55","100.0","37","66.9","100","207.0","207.0","100.0","207.0","0","0.0","Open","146183"
"135517","Hillsboro Middle School","044123","Hillsboro City","Highland","Region 14","Middle School","94.6","14","40","47892","40","100.0","24","60.8","100","162.0","162.0","100.0","162.0","0","0.0","Open","016345"
"135566","Mansfield Integrated Learning Center, Hedges Campus","044297","Mansfield City","Richland","Region 7","High School","92.6","8","14","44300","14","100.0","5","35.7","100","55.0","55.0","100.0","55.0","0","0.0","Open","******"
"135830","Nagel Middle School","047340","Forest Hills Local","Hamilton","Region 13","Middle School","96.4","15","70","62433","70","100.0","49","70.2","100","525.0","525.0","98.9","519.0","0","0.0","Open","000687"
"135863","Wauseon Primary School","045641","Wauseon Exempted Village","Fulton","Region 1","Elementary School","93.6","15","26","56731","26","100.0","21","80.8","100","90.0","90.0","100.0","90.0","0","0.0","Open","010348"
"136101","Twinsburg High School","050070","Twinsburg City","Summit","Region 8","High School","96.7","4","65","68630","65","100.0","48","74.0","99.3","294.0","296.0","100.0","296.0","0","0.0","Open","******"
"136598","Medlar View Elementary School","044396","Miamisburg City","Montgomery","Region 10","Elementary School","95","10","23","53451","23","100.0","16","69.7","100","149.0","149.0","100.0","149.0","0","0.0","Open","039156"
"136788","Southeast Intermediate Elementary School","049221","Southeast Local","Portage","Region 8","Elementary School","96.4","14","22","44543","22","100.0","16","71.9","100","113.0","113.0","100.0","113.0","0","0.0","Open","071399"
"136911","Indian Trail Elementary School","046946","Canal Winchester Local","Franklin","Region 11","Elementary School","93.6","14","36","60458","36","100.0","28","78.9","100","229.0","229.0","100.0","229.0","0","0.0","Open","145466"
"137265","Huntington Middle School","049502","Huntington Local","Ross","Region 15","Middle School","92.9","15","20","60694","20","100.0","15","75.0","90.4","75.0","83.0","96.4","80.0","0","0.0","Open","017160"
"137273","Stanton Middle School","044164","Kent City","Portage","Region 8","Middle School","94.4","10","63","63966","63","100.0","35","55.7","93.1","216.0","232.0","100.0","232.0","0","0.0","Open","032508"
"137455","Van Buren Middle School","047464","Van Buren Local","Hancock","Region 1","Middle School","96.5","11","12","49407","12","100.0","7","58.3","90.1","64.0","71.0","100.0","71.0","0","0.0","Open","038232"
"137463","Piqua Junior High School","044644","Piqua City","Miami","Region 10","Junior High School","95.8","16","24","58011","24","100.0","20","83.3","100","129.0","129.0","100.0","129.0","0","0.0","Open","030098"
"138040","North Side Elementary School","048330","Lowellville Local","Mahoning","Region 5","Elementary School","96.3","7","15","63665","15","100.0","3","20.3","100","66.0","66.0","100.0","66.0","0","0.0","Open","021683"
"138065","John C Dempsey Middle School","043877","Delaware City","Delaware","Region 11","Middle School","95.9","10","52","56116","52","100.0","39","75.0","100","204.0","204.0","100.0","204.0","0","0.0","Open","033084"
"138099","COLUMBUS GLOBAL ACADEMY","043802","Columbus City School District","Franklin","Region 11","High School","95.3","9","39","62732","38","97.4","27","69.2","90.9","140.0","154.0","97.4","150.0","0","0.0","Open","******"
"138198","Eastmoor Academy","043802","Columbus City School District","Franklin","Region 11","High School","94.3","11","40","65777","39","97.5","27","67.5","96.5","221.0","229.0","100.0","229.0","0","0.0","Open","******"
"138347","Mogadore Junior High School","050039","Mogadore Local","Summit","Region 8","Junior High School","96.4","11","7","66973","7","100.0","5","69.2","100","46.0","46.0","100.0","46.0","0","0.0","Open","025148"
"138552","Ridgewood Middle School","046474","Ridgewood Local","Coshocton","Region 12","Middle School","96.2","19","22","55860","22","100.0","16","71.5","100","86.0","86.0","100.0","86.0","0","0.0","Open","031732"
"138602","Springboro Intermediate School","050427","Springboro Community City","Warren","Region 13","Elementary School","95.6","12","25","51363","25","100.0","18","72.2","100","100.0","100.0","100.0","100.0","0","0.0","Open","065417"
"138727","Franklin Woods Intermediate School","044800","South-Western City","Franklin","Region 11","Elementary School","95.3","11","41","59866","41","100.0","26","63.8","100","187.0","187.0","100.0","187.0","0","0.0","Open","062208"
"138735","Holt Crossing Intermediate School","044800","South-Western City","Franklin","Region 11","Elementary School","96.1","13","44","59503","44","100.0","29","67.5","100","210.0","210.0","100.0","210.0","0","0.0","Open","062182"
"138743","Galloway Ridge Intermediate School","044800","South-Western City","Franklin","Region 11","Elementary School","95.1","13","46","61527","46","100.0","33","72.0","100","197.0","197.0","100.0","197.0","0","0.0","Open","062216"
"138750","Park Street Intermediate School","044800","South-Western City","Franklin","Region 11","Elementary School","93.6","17","41","66009","41","100.0","32","78.0","100","187.0","187.0","100.0","187.0","0","0.0","Open","062190"
"138826","Julian & Marjorie Lange School Elementary School","044586","Oakwood City","Montgomery","Region 10","Elementary School","96.1","11","8","64585","8","100.0","5","63.9","100","42.0","42.0","100.0","42.0","0","0.0","Open","034694"
"138859","Little Miami Intermediate Middle School","050443","Little Miami Local","Warren","Region 13","Middle School","95.8","12","34","57566","34","100.0","22","64.6","100","138.0","138.0","100.0","138.0","0","0.0","Open","021121"
"138958","Harmon Middle School","046896","Pickerington Local","Fairfield","Region 11","Middle School","95.9","12","30","62025","30","100.0","20","66.1","100","81.0","81.0","100.0","81.0","0","0.0","Open","145078"
"138966","Diley Middle School","046896","Pickerington Local","Fairfield","Region 11","Middle School","95.5","15","31","67558","31","100.0","23","73.8","100","77.0","77.0","100.0","77.0","0","0.0","Open","112581"
"139022","Southeastern Jr. High School","046276","Southeastern Local","Clark","Region 10","Junior High School","96.4","17","9","51807","9","100.0","6","71.4","100","52.0","52.0","100.0","52.0","0","0.0","Open","035196"
"139204","Tinora Elementary School","046722","Northeastern Local","Defiance","Region 1","Elementary School","95.2","16","28","54133","28","100.0","18","64.3","96.9","124.0","128.0","100.0","128.0","0","0.0","Open","064139"
"139212","Lynchburg-Clay Elementary School","047639","Lynchburg-Clay Local","Highland","Region 14","Elementary School","96.3","11","44","45604","44","100.0","32","72.7","99.5","205.0","206.0","100.0","206.0","0","0.0","Open","139220"
"139220","Lynchburg-Clay Middle School","047639","Lynchburg-Clay Local","Highland","Region 14","Middle School","97.9","11","24","42992","24","100.0","17","71.3","100","81.0","81.0","100.0","81.0","0","0.0","Open","021816"
"139287","Central Intermediate School","044974","Wadsworth City","Medina","Region 8","Elementary School","94.9","16","37","64742","37","100.0","28","77.5","100","190.0","190.0","100.0","190.0","0","0.0","Open","005710"
"139311","Monroe Jr./Sr. High School","139303","Monroe Local School District","Butler","Region 13","High School","97","14","51","57058","51","100.0","34","66.4","100","361.0","361.0","100.0","361.0","0","0.0","Open","******"
"139337","Monroe Elementary School","139303","Monroe Local School District","Butler","Region 13","Elementary School","96.6","12","49","55967","49","100.0","33","66.4","100","219.0","219.0","100.0","219.0","0","0.0","Open","139311"
"139360","Oak Creek Elementary School","046763","Olentangy Local","Delaware","Region 11","Elementary School","96.4","13","36","65571","36","100.0","29","79.7","100","192.0","192.0","100.0","192.0","0","0.0","Open","146860"
"139477","Bright Elementary School","047613","Bright Local","Highland","Region 14","Elementary School","94.6","15","30","48363","30","100.0","22","74.6","100","109.0","109.0","100.0","109.0","0","0.0","Open","000519"
"139485","Stingel Elementary School","049478","Ontario Local","Richland","Region 7","Elementary School","96.3","13","44","55033","44","100.0","23","51.6","100","251.0","251.0","100.0","251.0","0","0.0","Open","028688"
"139543","James A. Garfield Intermediate School","049205","James A Garfield Local","Portage","Region 8","Elementary School","96.1","17","14","53336","14","100.0","10","70.9","100","45.0","45.0","100.0","45.0","0","0.0","Closed","013177"
"139584","Girard Junior High School","044065","Girard City School District","Trumbull","Region 5","Junior High School","95.7","10","18","40229","18","100.0","5","29.7","100","79.0","79.0","100.0","79.0","0","0.0","Open","013482"
"139717","Loveland Intermediate School","044271","Loveland City","Hamilton","Region 13","Elementary School","94.9","15","39","69590","39","100.0","34","85.3","99.5","190.0","191.0","97.4","186.0","0","0.0","Open","021592"
"139873","Carson Elementary School","043752","Cincinnati City","Hamilton","Region 13","Elementary School","97.3","15","37","60515","37","100.0","18","48.6","95.9","140.0","146.0","95.9","140.0","0","0.0","Open","008110"
"140020","Liberty Center Middle School","047589","Liberty Center Local","Henry","Region 1","Middle School","--","--","--","--","--","--","--","--","--","","","--","","--","","Closed","------"
"140046","H G Blake Elementary School","044388","Medina City SD","Medina","Region 8","Elementary School","95.1","15","21","73017","21","100.0","19","87.6","100","122.0","122.0","100.0","122.0","0","0.0","Open","115873"
"140152","Choices Alternative School","043711","Canton City","Stark","Region 9","High School","95.5","8","8","49196","7","87.3","2","24.1","100","19.0","19.0","100.0","19.0","0","0.0","Open","******"
"140350","Portsmouth Elementary","044669","Portsmouth City","Scioto","Region 15","Elementary School","93.3","16","64","52707","64","100.0","46","72.8","99.2","391.0","394.0","100.0","394.0","0","0.0","Open","030569"
"140590","Creekview Intermediate Elementary School","045476","Marysville Exempted Village","Union","Region 11","Elementary School","94.3","14","48","67784","48","100.0","41","85.4","100","186.0","186.0","100.0","186.0","0","0.0","Open","023127"
"140806","Alton Darby Elementary School","047019","Hilliard City","Franklin","Region 11","Elementary School","94.6","15","23","74785","23","100.0","19","82.6","100","100.0","100.0","100.0","100.0","0","0.0","Open","112698"
"140814","Hilliard Tharp Sixth Grade Elementary School","047019","Hilliard City","Franklin","Region 11","Middle School","93.3","17","43","69282","43","100.0","26","59.3","100","138.0","138.0","100.0","138.0","0","0.0","Open","119438"
