"School IRN","Name","Address","City","State","Postal Code","Virtual","Open Status","County","Sponsor","Operator","Organization Status","Years in operation","Grades Served","Specialization","Avg Teacher Exp","% of teachers with masters degrees","Teacher attendance %","# of students","# of FT teachers","Student-teacher ratio","% of kids in poverty","% of kids with special needs","% gifted","% white","% non-white","% enrolled less than 3 years","Letter grade standards met","Letter grade performance index","Performance index score","Letter grade overall value-add","Letter grade gifted value-add","Letter grade disabled value-add","Letter grade lowest 20% value-add","Letter grade of AMO","Attendance rate","Graduation rate","State Funding per Student","% Spent in Classroom","% Spent on Administration","Third Grade Reading Student Count","Third Grade Reading Student Count At or Above 392","Third Grade Reading Percentage","Read 3rd Grade % at or above Proficient","Letter grade of four year graduation rate"
"011506","Dayton Regional STEM School","1724 Woodman Dr","Kettering","OH","45420-3662","Site Based","NA","Montgomery","NA","NA","NA","NA","6-12","NA","6","67.7","96.3","535","33","16.2","24.5","5.0","NA","69.5","30.5","89.1","A","B","107.742","F","NA","NA","C","A","95.8","NA","6686.67","90.2","9.8","NA","NA","NA","NA","B"
"009957","Klepinger Community School","3650 Klepinger Rd","Dayton","OH","45416-1919","Site Based","Open","Montgomery","St Aloysius Orphanage","Imagine Schools, Inc.","For Profit","5","K-8","General","3","30.4","99.7","439","23","19.1",">95.0","9.1","NA","3.9","96.1","56.3","F","D","77.201","A","NA","F","A","F","91.7","NA","7433.69","87.9","12.1","49.0","33","67.3","55.4","NA"
"009955","Madison Avenue School of Arts","1511 Madison Ave","Toledo","OH","43604-4433","Site Based","Open","Lucas","St Aloysius Orphanage","Imagine Schools, Inc.","For Profit","5","K-8","General","4","18.2","98.8","556","33","16.8",">95.0","2.0","NA","8.6","91.4","83.7","F","D","75.756","C","NA","NA","C","F","93.6","NA","7788.43","84.6","15.4","74.0","62","83.8","63.7","NA"
"009954","Harrisburg Pike Community School","680 Harrisburg Pike","Columbus","OH","43223-2100","Site Based","Open","Franklin","St Aloysius Orphanage","Imagine Schools, Inc.","For Profit","5","K-6","General","2","31.8","98.1","341","22","15.5","88.0","8.8","NA","44.6","55.4","73.9","F","D","82.355","C","NA","B","C","F","92.3","NA","6791.58","86.9","13.1","41.0","34","82.9","73.5","NA"
"009953","Sullivant Avenue Community School","3435 Sullivant Ave","Columbus","OH","43204-1103","Site Based","Open","Franklin","St Aloysius Orphanage","Imagine Schools, Inc.","For Profit","5","K-6","General","5","28.6","97.4","402","21","19.1","88.3","8.5","NA","21.6","78.4","73.8","F","D","76.393","A","NA","D","B","F","92.6","NA","6974.23","86.7","13.3","39.0","23","59.0","41.9","NA"
"011439","Renaissance Academy","4300 Kimberly Pkwy N","Columbus","OH","43232-8296","Site Based","Open","Franklin","Educational Resource Consultants of Ohio","Freestanding","Non Profit","4","K-12","General","10","33.3","100","204","12","17.0","69.6","14.7","NA","NA","NA","94.6","F","D","64.391","D","NA","NA","C","F","91.6","NA","6753.78","88.0","12.0","21.0","10","47.6","45.5","NA"
"134288","East End Comm Heritage School","2001 Baltimore Ave","Cincinnati","OH","45225-1404","Site Based","Closed","Hamilton","Educational Resource Consultants of Ohio","Freestanding","Non Profit","13","K-12","General","0","10.8","0.0","124","19","6.5","26.6","20.2","NA","NA","NA","82.3","F","D","61.786","A","NA","NA","C","F","91.1","NA","6898.95","99.1","0.9","13.0","8.0","61.5","45.5","F"
"000304","Summit Academy Community School-Toledo","1853 South Ave","Toledo","OH","43609-2086","Site Based","Open","Lucas","ESC of Lake Erie West","Summit Academy Management","Non Profit","9","K,1-10,UNG","Special Education","2","41.2","0.0","111","26","4.3",">95.0","73.0","NA","45.0","55.0","100.0","F","F","48.642","D","NA","A","A","F","93.1","NA","13160.17","97.4","2.6","12.0","9","75.0","25.0","NA"
"133629","Horizon Science Acad Cleveland","6000 S Marginal Rd","Cleveland","OH","44103-1042","Site Based","Open","Cuyahoga","ESC of Lake Erie West","Concept Schools","Non Profit","14","K-12","General","3","19.4","96.8","432","36","12.0","93.5","7.6","NA","6.9","93.1","83.2","A","B","96.050","NA","NA","NA","NA","B","94.2","NA","6842.61","88.8","11.2","NA","NA","NA","NA","D"
"132795","Cliff Park High School","NA","NA","NA","NA","Site Based","Open","NA","St Aloysius Orphanage                                       ","White Hat Management, Inc.","For Profit","12","9-12","Dropout Recovery 2","15","80.0","97.2","135","5","27.0","70.6","25.4","NA","63.5","36.5","91.3","NA","NA","NA","NA","NA","NA","NA","NA","NA","2.7","8219.77","94.9","5.1","NA","NA","NA","NA","NA"
"013165","Believe To Achieve-Cleveland","12200 Fairhill Rd","Cleveland","OH","44120-1058","Site Based","Closed","Stark","Ohio Council of Community Schools","Freestanding","Non Profit","1","K-12","General","3","20.0","97.3","374","45","8.3",">95.0","9.4","NA","NA","NA","100.0","F","D","66.874","A","NA","C","A","F","87.3","NA","7410.03","87.7","12.3","36.0","17.0","47.2","36.4","NA"
"013164","Believe to Achieve-Canton","101 Cleveland Ave NW","Canton","OH","44702-1700","Site Based","Closed","Stark","Ohio Council of Community Schools","Freestanding","Non Profit","1","K-12","General","6","25.0","98.2","177","20","8.8",">95.0","17.5","NA","18.6","81.4","100.0","F","D","64.620","F","NA","C","C","F","93.3","NA","7553.51","87.7","12.3","24.0","10.0","41.7","27.8","NA"
"143495","Constellation Schools: Mansfield Community Elementary","215 N Trimble Rd","Mansfield","OH","44906-2630","Site Based","Closed","Richland","ESC of Lake Erie West","Constellation Schools, LLC","For Profit","11","K-9","General","1","10.5","98.2","113","10","11.3","93.8","NA","NA","37.2","62.8","85.5","F","C","86.774","NA","NA","NA","NA","F","93.6","NA","7487.95","87.5","12.5","31.0","22.0","71.0","64.5","NA"
"133587","Summit Academy Akron Elementary School","2503 Leland Ave","Akron","OH","44312-2426","Site Based","Open","Summit","ESC of Lake Erie West","Summit Academy Management","Non Profit","14","K-10","Special Education","8","41.7","98.5","123","24","5.1",">95.0","90.2","NA","57.7","42.3","88.6","F","D","69.029","D","NA","F","F","F","93.1","NA","17874.26","97.0","3.0","13.0","12","92.3","47.4","NA"
"000298","Summit Academy Secondary - Akron","464 S Hawkins Ave","Akron","OH","44320-1228","Site Based","Open","Summit","ESC of Lake Erie West","Summit Academy Management","Non Profit","9","8-12,UNG","Special Education","4","21.1","100","80","19","4.2","63.8","93.8","NA","57.5","42.5","100.0","F","C","85.222","NA","NA","NA","NA","NA","92.5","NA","19183.85","96.7","3.3","NA","NA","NA","NA","F"
"000297","Summit Academy Community School - Dayton","4128 Cedar Ridge Rd","Dayton","OH","45414-3908","Site Based","Open","Montgomery","ESC of Lake Erie West","Summit Academy Management","Non Profit","9","K,1-12,UNG","Special Education","3","44.4","100","107","27","4.0",">95.0","81.3","NA","53.3","46.7","77.0","F","D","63.333","C","NA","C","C","F","90.4","NA","14676.41","97.2","2.8","NA","78","NA","NA","NA"
"000296","Summit Academy Community School-Columbus","2521 Fairwood Ave Ste 100","Columbus","OH","43207-2712","Site Based","Open","Franklin","ESC of Lake Erie West","Summit Academy Management","Non Profit","9","K,1-10,UNG","Special Education","2","37.2","0.0","63","14","4.5",">95.0","74.6","NA","17.5","82.5","100.0","F","F","55.426","A","NA","B","B","F","94.2","NA","14947.99","97.6","2.4","NA","94","63.6","45.5","NA"
"148916","Marion City Digital Academy","360 Pennsylvania Ave","Marion","OH","43302-5530","Virtual School","Open","Marion","Marion City                                                 ","Freestanding","Non Profit","11","K-12","Dropout Recovery 1 & 2","15","54.1","98.2","87","7","12.4","85.1","29.9","NA","90.8","9.2","100.0","F","D","66.538","C","NA","NA","C","F","89.0","7.7","6228.69","92.9","7.1","NA","82","NA","NA","F"
"000855","Stambaugh Charter Academy","2420 Donald Ave","Youngstown","OH","44509-1306","Site Based","Open","Mahoning","Buckeye Community Hope Foundation","National Heritage Academies","For Profit","7","K-8","General","5","18.5","100","444","27","16.4",">95.0","16.0","NA","14.0","86.0","100.0","F","C","84.789","A","NA","A","A","F","92.9","NA","7716.73","91.4","8.6","40.0","37","92.5","87.8","NA"
"000858","Horizon Science Academy-Cleveland Middle School","6100 S Marginal Rd","Cleveland","OH","44103-1043","Site Based","Open","Cuyahoga","ESC of Lake Erie West","Concept Schools","Non Profit","9","K-12","General","2","21.4","95.1","139","14","9.9","61.9","11.5","NA","NA","NA","100.0","D","C","95.200","A","NA","A","A","A","94.7","NA","7004.57","88.6","11.4","NA","NA","NA","NA","NA"
"000679","Oakstone Community School","5747 Cleveland Ave","Columbus","OH","43231-2831","Site Based","Open","Franklin","ESC of Central Ohio","Freestanding","Non Profit","9","K-12","Special Education","3","23.1","97.8","243","26","9.3","NA",">95.0","NA","84.0","16.0","31.9","F","C","90.707","F","NA","F","D","F","94.1","NA","28658.33","82.8","17.2","NA","22","NA","NA","F"
"000677","New Day Academy Boarding & Day School","8566 Barbara Dr","Mentor","OH","44060-1917","Site Based","Open","Cuyahoga","Educational Resource Consultants of Ohio","Freestanding","Non Profit","8","K-12","General","3","31.3","100","237","16","14.8",">95.0","11.8","NA","NA","NA","100.0","F","D","81.214","C","NA","NA","A","F","90.8","NA","7027.67","83.8","16.2","10.0","8","80.0","60.0","F"
"009149","Constellation Schools: Westside Community School of the Arts","5730 Broadview Rd","Parma","OH","44134-1602","Site Based","Open","Cuyahoga","Buckeye Community Hope Foundation","Constellation Schools, LLC","For Profit","6","K-9","General","2","32.0","98","333","25","13.3","42.6","14.1","NA","30.6","69.4","66.9","F","C","92.168","A","NA","D","F","F","94.9","NA","7275.23","89.3","10.7","43.0","42","97.7","88.6","NA"
"009147","Northpointe Academy","3648 Victory Ave","Toledo","OH","43607-2564","Site Based","Open","Lucas","Ohio Council of Community Schools","The Leona Group, LLC","For Profit","5","K-12","General","4","0.0","98.4","283","18","15.7",">95.0","11.0","NA","4.9","95.1","78.1","F","D","68.906","C","NA","NA","F","F","91.7","NA","7916.11","86.0","14.0","30.0","26","86.7","30.6","NA"
"012626","OAK Leadership Institute","8610 Hough Ave","Cleveland","OH","44106-1566","Site Based","Open","Cuyahoga","Richland Academy","Freestanding","Non Profit","2","K-12","General","0","10.0","100","76","10","7.6",">95.0","NA","NA","NA","NA","100.0","NA","D","63.506","F","NA","NA","C","F","93.3","NA","7357.49","85.6","14.4","NA","21","NA","NA","NA"
"012629","Great Expectations Elementary School","20 Arco Dr","Toledo","OH","43607-2901","Site Based","Open","Lucas","Richland Academy","Freestanding","Non Profit","2","K-8","General","0","7.1","99.3","168","14","12.0",">95.0","6.0","NA","7.1","92.9","100.0","F","D","70.902","C","NA","NA","C","F","92.2","NA","7635.78","75.9","24.1","23.0","17","73.9","56.5","NA"
"012628","Imagine Integrity Academy","1565 Integrity Dr E","Columbus","OH","43209-2707","Site Based","Open","Franklin","Richland Academy","Imagine Schools, Inc.","For Profit","2","K-8","General","2","0.0","96.2","106","7","15.1","94.3","11.3","NA","NA","NA","100.0","F","F","54.400","C","NA","NA","C","F","90.6","NA","6978.28","99.3","0.7","NA","14","42.9","NA","NA"
"011533","Horizon Science Academy Lorain","2265 Columbus Rd","Cleveland","OH","44113-4230","Site Based","Open","Lorain","Buckeye Community Hope Foundation","Concept Schools","Non Profit","4","K-12","General","4","23.3","97.2","504","43","11.7",">95.0","13.1","NA","31.3","68.7","80.2","F","C","91.204","C","NA","F","C","F","94.3","NA","7238.56","88.8","11.2","41.0","41","100.0","77.1","NA"
"011534","Horizon Science Academy Dayton High School","250 Shoup Mill Rd","Dayton","OH","45415-3517","Site Based","Open","Montgomery","Buckeye Community Hope Foundation","Concept Schools","Non Profit","4","K-12","General","1","32.4","97.3","326","37","8.8",">95.0","15.0","NA","12.0","88.0","90.2","F","D","73.399","F","NA","D","F","F","92.2","NA","7174.37","89.4","10.6","NA","NA","NA","NA","F"
"142943","Focus Learning Academy of Northern Columbus","4795 Evanswood Dr","Columbus","OH","43229-7216","Site Based","Open","Seneca","North Central Ohio ESC","eSchool Consultants","For Profit","11","K-8","General","6","43.8","97.9","250","16","15.6",">95.0","NA","NA","NA","NA","100.0","F","D","70.635","A","NA","NA","A","F","94.2","NA","7666.18","99.8","0.2","22.0","18","81.8","48.0","F"
"133504","Phoenix Community Learning Ctr","3595 Washington Ave","Cincinnati","OH","45229-2609","Site Based","Open","Hamilton","Thomas B. Fordham Foundation","Freestanding","Non Profit","12","K-8","General","3","5.9","97.6","383","17","22.5",">95.0","11.0","NA","NA","NA","75.8","D","C","87.927","A","NA","NA","B","D","99.0","NA","6801.00","86.5","13.5","38.0","30","78.9","78.0","NA"
"132969","Constellation Schools: Elyria Community","300 N Abbe Rd","Elyria","OH","44035-3715","Site Based","Open","Lorain","ESC of Lake Erie West","Constellation Schools, LLC","For Profit","12","K-9","General","2","26.5","97.2","462","34","13.6","57.4","8.7","NA","59.5","40.5","70.4","D","B","96.110","D","NA","D","F","F","95.7","NA","7013.23","87.6","12.4","54.0","51","94.4","91.7","NA"
"133215","Intergenerational School, The","11327 Shaker Blvd Ste 200 E.","Cleveland","OH","44104-3805","Site Based","Open","Cuyahoga","ESC of Lake Erie West","Breakthrough Charter Schools","Non Profit","13","K-8","General","5","48.6","96.8","231","19","12.2","66.2","6.5","NA","6.5","93.5","100.0","A","B","102.533","B","NA","NA","NA","A","96.7","NA","6967.95","82.9","17.1","29.0","28","96.6","86.2","NA"
"000510","Springfield Preparatory and Fitness Academy","1615 Selma Rd","Springfield","OH","45505-4245","Site Based","Open","Clark","Ohio Council of Community Schools","EdVantages","Non Profit","9","K-8","General","2","20.2","97.3","171","20","8.6","94.2","44.4","NA","36.3","63.7","66.5","D","C","95.495","F","NA","F","NA","A","93.8","NA","8243.74","100.0","0.0","13.0","13","100.0","100.0","NA"
"000511","Northland Preparatory and Fitness Academy","1875 Morse Rd","Columbus","OH","43229-6603","Site Based","Open","Franklin","Ohio Council of Community Schools","EdVantages","Non Profit","9","K-8","General","0","21.0","98.2","275","19","14.5","92.7","23.3","NA","11.3","88.7","78.6","F","C","85.242","B","NA","C","A","F","96.2","NA","7039.65","100.0","0.0","31.0","31","100.0","70.6","NA"
"143578","Richard Allen Academy III","1206 Shuler Ave","Hamilton","OH","45011-4566","Site Based","Open","Butler","Office of School Sponsorship","Institute of Charter School Management and Resources","For Profit","10","K-8","General","3","14.3","95.9","184","21","8.8",">95.0","8.2","NA","6.5","93.5","62.1","F","D","82.836","F","NA","NA","C","F","95.3","NA","6567.21","98.5","1.5","23.0","22","95.7","87.5","NA"
"143206","Trotwood Fitness & Prep Acad","3100 Shiloh Springs Rd","Trotwood","OH","45426-2247","Site Based","Open","Montgomery","Ohio Council of Community Schools","Freestanding","Non Profit","11","K-8","General","1","51.3","97.4","348","36","9.7",">95.0","21.3","NA","4.9","95.1","71.0","F","D","82.483","B","NA","F","C","F","95.6","NA","7412.92","100.0","0.0","44.0","39","88.6","80.9","NA"
"009154","Cincinnati Leadership Academy","7243 Eastlawn Dr","Cincinnati","OH","45237-3515","Site Based","Open","Hamilton","Buckeye Community Hope Foundation","The Leona Group, LLC","For Profit","6","K-8","General","9","46.2","99.5","223","13","17.2",">95.0","16.1","NA","NA","NA","71.4","F","F","57.029","D","NA","NA","C","F","94.3","NA","6829.07","84.4","15.6","18.0","10","55.6","34.8","NA"
"008286","Harvard Avenue Community School","12000 Harvard Ave","Cleveland","OH","44105-5444","Site Based","Open","Cuyahoga","St Aloysius Orphanage","Imagine Schools, Inc.","For Profit","7","K-8","General","5","27.5","0.0","494","40","12.3","87.2","9.7","NA","NA","NA","63.6","F","D","68.902","F","NA","C","F","F","92.9","NA","7228.51","80.8","19.2","53.0","42","79.2","46.3","NA"
"008287","Groveport Community School","4485 S Hamilton Rd","Groveport","OH","43125-9334","Site Based","Open","Franklin","St Aloysius Orphanage","Imagine Schools, Inc.","For Profit","7","K-8","General","6","28.3","0.0","781","46","17.0","84.9","7.7","NA","27.0","73.0","100.0","F","C","83.951","A","NA","B","A","F","94.9","NA","6725.44","88.0","12.0","96.0","77","80.2","72.0","NA"
"008280","Noble Academy-Columbus","1329 Bethel Rd","Columbus","OH","43220-2611","Site Based","Open","Franklin","Buckeye Community Hope Foundation","Concept Schools","Non Profit","7","K-12","General","3","34.6","97.5","257","26","9.9","91.4","5.1","NA","44.7","55.3","80.5","D","C","92.411","A","NA","NA","A","F","95.7","NA","6274.14","92.2","7.8","22.0","19","86.4","73.1","NA"
"008281","South Scioto Academy","707 E Jenkins Ave","Columbus","OH","43207-1318","Site Based","Open","Franklin","Ohio Council of Community Schools","The Leona Group, LLC","For Profit","7","K-12","General","3","3.7","98.4","165","14","11.8",">95.0","18.2","NA","11.5","88.5","82.8","F","D","73.290","B","NA","NA","B","F","88.3","NA","7383.01","83.5","16.5","17.0","10","58.8","50.0","NA"
"012545","Imagine Woodbury Academy","100 E Woodbury Dr","Dayton","OH","45415-2841","Site Based","Open","Warren","Warren County ESC","Imagine Schools, Inc.","For Profit","2","K-8","General","2","18.2","0.0","161","11","14.6",">95.0","11.2","NA","NA","NA","100.0","F","D","74.857","C","NA","NA","NA","D","94.3","NA","7340.49","99.6","0.4","19.0","13","68.4","54.5","NA"
"134197","Green Inspiration Academy","4265 Northfield Rd","Highland Hills","OH","44128-2811","Site Based","Open","Cuyahoga","St Aloysius Orphanage","White Hat Management, Inc.","For Profit","-85","K-8","General","7","33.3","100","166","12","13.8","88.0","10.2","NA","NA","NA","100.0","F","D","73.041","B","NA","NA","C","F","96.7","NA","7362.01","96.8","3.2","14.0","12","85.7","60.0","NA"
"010036","Cesar Chavez College Preparatory School","1465 Oakland Park Ave","Columbus","OH","43224-3509","Site Based","Open","Franklin","Richland Academy","Freestanding","Non Profit","5","K-5","General","1","16.2","88.9","230","12","19.2",">95.0","NA","NA","NA","NA","100.0","F","D","73.128","C","NA","NA","C","F","93.8","NA","7401.59","81.2","18.8","37.0","27","73.0","63.4","NA"
"133512","Cincinnati College Preparatory Academy","1425 Linn St","Cincinnati","OH","45214-2605","Site Based","Open","Hamilton","Kids Count of Dayton, Inc.","Freestanding","Non Profit","14","K-12","General","7","46.7","100","869","60","14.5",">95.0","8.2","NA","NA","NA","100.0","D","C","88.740","F","NA","C","C","F","93.3","NA","6604.22","86.5","13.5","89.0","85","95.5","78.7","D"
"013148","Stepstone Academy","2121 E 32nd St","Cleveland","OH","44115-2747","Site Based","Open","Cuyahoga","Ohio Council of Community Schools","Freestanding","Non Profit","1","K-2","General","6","18.2","88.8","NA","22","NA","NA","NA","NA","NA","NA","","NA","NA","NA","NA","NA","NA","NA","NA","66.7","NA","7600.32","85.7","14.3","NA","NA","NA","NA","NA"
"000509","Whitehall Preparatory and Fitness Academy","3474 E Livingston Ave","Columbus","OH","43227-2279","Site Based","Open","Franklin","Ohio Council of Community Schools","EdVantages","Non Profit","9","K-8","General","0","30.1","96.5","266","35","7.6","93.2","24.4","NA","5.3","94.7","72.2","F","D","75.391","F","NA","F","F","F","96.0","NA","6895.56","100.0","0.0","36.0","35","97.2","61.1","NA"
"013034","Village Preparatory School:: Woodland Hills Campus","9201 Crane Ave","Cleveland","OH","44105-1627","Site Based","Open","Cuyahoga","Thomas B. Fordham Foundation","Freestanding","Non Profit","1","K-4","General","3","23.2","97.9","290","28","10.4",">95.0","5.2","NA","NA","NA","100.0","F","D","80.000","NA","NA","NA","NA","F","93.4","NA","7383.39","79.5","20.5","44.0","34","77.3","66.0","NA"
"013030","Graham Primary School","3950 Indianola Ave","Columbus","OH","43214-3167","Site Based","Open","Franklin","ESC of Central Ohio","Freestanding","Non Profit","1","K-5","General","0","50.0","100","117","6","19.5","53.8","20.5","NA","47.9","52.1","100.0","F","B","96.053","NA","NA","NA","NA","NA","93.7","NA","7154.27","58.5","41.5","14.0","14","100.0","73.7","NA"
"000875","Westside Academy","4330 Clime Rd North","Columbus","OH","43228-3439","Site Based","Open","Franklin","Buckeye Community Hope Foundation","Freestanding","Non Profit","7","K-8","General","0","50.0","94.5","154","10","15.4",">95.0","NA","NA","NA","NA","82.7","F","D","79.099","B","NA","NA","C","F","96.7","NA","6583.86","90.5","9.5","26.0","21","80.8","59.3","NA"
"143560","Richard Allen Academy II","184 Salem Ave","Dayton","OH","45406-5804","Site Based","Open","Montgomery","Office of School Sponsorship","Institute of Charter School Management and Resources","For Profit","11","K-8","General","4","26.8","97.1","375","41","9.1",">95.0","5.3","NA","NA","NA","80.2","F","D","78.875","F","NA","NA","F","F","95.4","NA","7019.55","98.8","1.2","76.0","65","85.5","68.8","NA"
"143214","Middletown Fitness & Prep Acad","816 2nd Ave","Middletown","OH","45044-4201","Site Based","Open","Butler","Ohio Council of Community Schools","EdVantages","Non Profit","11","K-8","General","3","19.4","97.4","266","26","10.2","89.5","18.4","NA","31.2","68.8","76.0","D","C","90.714","A","NA","C","B","F","94.4","NA","6814.57","100.0","0.0","30.0","22","73.3","66.7","NA"
